car name,rating,exterior & body,engine/transmission/clutch,suspension/steering,interior,ac/heater,price,model date,mileage,fuel type,transmission,company,variant
"KIA Picanto 1.0 AT,Petrol,Automatic,2020",99,95,100,100,100,100,3100000,2020,20482,2,1,14,327
"KIA Picanto 1.0 AT,Petrol,Automatic,2021",95,85,100,100,94,100,3540000,2021,3757,2,1,14,327
"KIA Stonic EX+,Petrol,Automatic,2021",97,90,100,100,100,100,5500000,2021,25823,2,1,14,422
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",98,96,100,100,96,100,4900000,2022,25571,2,1,27,500
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",98,95,100,100,100,100,5350000,2021,4250,2,1,11,83
"Changan Oshan X7 FutureSense,Petrol,Automatic,2022",99,99,100,100,95,100,9000000,2022,8310,2,1,3,315
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2022",95,83,100,100,100,100,4150000,2022,12869,1,1,26,476
"Suzuki Alto L,Petrol,Automatic,2021",99,98,100,100,100,100,3400000,2021,4630,2,1,26,18
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",90,68,100,100,98,100,4280000,2022,25095,2,1,3,15
"Suzuki Wagon R VXR,Petrol,Manual,2023",100,100,100,100,100,100,3050000,2023,44,2,0,26,486
"KIA Grand Carnival EX,Petrol,Automatic,2018",91,68,100,100,100,100,8300000,2018,68850,2,1,14,226
"Hyundai Sonata 2.5,Petrol,Automatic,2021",94,81,98,100,100,100,9200000,2021,22264,2,1,12,392
"Toyota C-HR G,Hybrid,Automatic,2017",97,92,100,100,95,100,8200000,2017,66855,1,1,27,59
"Toyota Prado TX Limited 2.7,Petrol,Automatic,2019",100,100,100,100,100,100,34000000,2019,59723,2,1,27,345
"Changan Oshan X7 FutureSense,Petrol,Automatic,2022",96,87,100,100,100,100,8500000,2022,8977,2,1,3,315
"Toyota Land Cruiser ZX Gasoline 3.5L,Petrol,Automatic,2023",99,100,100,100,100,100,93000000,2023,3763,2,1,27,279
"Hyundai Sonata 2.0,Petrol,Automatic,2021",97,90,100,100,97,100,9000000,2021,35596,2,1,12,388
"Hyundai Sonata 2.0,Petrol,Automatic,2021",98,93,100,100,100,100,8950000,2021,25534,2,1,12,388
"Daihatsu Mira X SA lll,Petrol,Automatic,2022",91,73,100,100,93,100,3790000,2022,23177,2,1,6,297
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",94,81,100,100,98,100,7600000,2021,22328,2,1,11,108
"KIA Sportage FWD,Petrol,Automatic,2022",96,90,100,100,92,100,7500000,2022,16173,2,1,14,413
"KIA Sportage Alpha,Petrol,Automatic,2022",97,91,100,100,100,100,6800000,2022,17457,2,1,14,410
"KIA Sportage FWD,Petrol,Automatic,2019",97,91,100,100,98,100,7000000,2019,48942,2,1,14,413
"KIA Sportage AWD,Petrol,Automatic,2023",100,99,100,100,100,100,9100000,2023,11183,2,1,14,404
"KIA Sportage AWD,Petrol,Automatic,2020",96,88,100,96,100,100,7250000,2020,62794,2,1,14,404
"Honda City 1.2L CVT,Petrol,Automatic,2023",100,100,100,100,100,100,5000000,2023,47,2,1,11,74
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",93,77,100,100,100,100,5250000,2022,11261,2,1,11,83
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",99,99,100,100,100,100,7300000,2022,30390,2,1,27,140
"Suzuki Cultus VXL,Petrol,Manual,2021",95,89,100,100,91,100,3580000,2021,40266,2,0,26,171
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",100,99,100,100,100,100,5625000,2022,2850,2,1,11,83
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2023",97,90,100,100,100,100,5700000,2023,4609,2,1,11,83
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2019",92,76,100,100,98,100,16200000,2019,37063,2,1,27,211
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",98,95,100,100,100,100,7400000,2022,11397,2,1,27,140
"Toyota Corolla Altis X Manual 1.6,Petrol,Manual,2021",86,66,98,100,86,100,5500000,2021,76756,2,0,27,150
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2023",99,95,100,100,100,100,7500000,2023,1955,2,1,27,140
"Suzuki Cultus VXR,Petrol,Manual,2022",98,95,100,100,100,100,3380000,2022,7866,2,0,26,174
"Honda Civic RS,Petrol,Automatic,2022",99,97,100,100,100,100,9200000,2022,11273,2,1,11,115
"Daihatsu Mira LSA 3,Petrol,Automatic,2020",86,55,100,100,93,100,3140000,2020,64690,2,1,6,289
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2017",87,61,98,100,95,100,5000000,2017,23300,2,1,11,108
"Proton X70 Executive AWD,Petrol,Automatic,2021",92,75,100,100,97,100,6950000,2021,58062,2,1,23,489
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",100,99,100,100,100,100,3000000,2022,53,2,1,26,25
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",93,79,100,100,97,100,5600000,2022,23992,2,1,27,143
"Daihatsu Mira X SA lll,Petrol,Automatic,2022",100,99,100,100,100,100,3650000,2022,1334,2,1,6,297
"Honda City 1.5L CVT,Petrol,Automatic,2022",98,95,100,100,98,100,5000000,2022,15061,2,1,11,89
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2022",97,90,100,100,100,100,3500000,2022,348,2,1,23,373
"Daihatsu Mira G SA III,Petrol,Automatic,2017",81,41,100,100,95,100,3400000,2017,87685,2,1,6,283
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",100,100,100,100,100,100,5600000,2022,908,2,1,11,83
"Honda City 1.2L CVT,Petrol,Automatic,2021",100,99,100,100,100,100,4500000,2021,9250,2,1,11,74
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",89,66,100,100,93,100,5180000,2021,29416,2,1,27,143
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",96,87,100,100,98,100,5750000,2019,69775,2,1,11,108
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2020",89,69,100,100,90,100,3400000,2020,33276,2,1,26,167
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",92,76,100,100,92,100,14000000,2018,47893,2,1,27,211
"KIA Sorento 2.4 FWD,Petrol,Automatic,2021",95,85,100,100,97,100,8400000,2021,11235,2,1,14,397
"KIA Sorento 2.4 FWD,Petrol,Automatic,2021",97,91,100,100,93,100,8400000,2021,55780,2,1,14,397
"Toyota Land Cruiser ZX Gasoline 3.5L,Petrol,Automatic,2023",100,99,100,100,100,100,86000000,2023,46,2,1,27,279
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2009",88,60,100,100,96,100,13200000,2009,102482,2,1,27,341
"MG HS Trophy,Petrol,Automatic,2021",96,89,100,100,94,100,6500000,2021,36832,2,1,15,243
"Daihatsu Mira X,Petrol,Automatic,2020",99,99,100,100,98,100,4200000,2020,4554,2,1,6,293
"Honda City 1.3 i-VTEC Prosmatec,Petrol,Automatic,2021",91,78,100,100,89,100,4200000,2021,45977,2,1,11,81
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2020",92,75,100,100,100,100,3300000,2020,9744,1,1,26,476
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",91,74,100,100,90,100,5300000,2021,21201,2,1,11,83
"Toyota Vitz F 1.0,Petrol,Automatic,2018",94,86,100,100,97,100,4100000,2018,60655,2,1,27,465
"Daihatsu Move L SA 3,Petrol,Automatic,2020",98,97,100,100,97,100,3350000,2020,43475,2,1,6,300
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",92,72,100,100,100,100,6450000,2020,58786,2,1,11,108
"Honda Civic Oriel,Petrol,Automatic,2022",94,83,100,100,85,100,8300000,2022,18485,2,1,11,107
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",91,70,99,100,98,100,6500000,2021,95731,2,1,11,108
"Honda Civic Oriel,Petrol,Automatic,2022",94,81,100,100,100,100,8000000,2022,5723,2,1,11,107
"Toyota Prado TX 2.7,Petrol,Automatic,2018",100,99,100,100,100,100,28500000,2018,48356,2,1,27,338
"Toyota Prado TX 2.7,Petrol,Automatic,2018",98,95,100,100,100,100,25000000,2018,46640,2,1,27,338
"Toyota Fortuner 2.7 V,Petrol,Automatic,2021",93,77,100,100,98,100,15500000,2021,15400,2,1,27,209
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",99,97,100,100,100,100,14400000,2022,433,2,1,27,206
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",90,66,100,100,94,100,15500000,2021,99268,0,1,27,215
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2017",94,80,100,100,96,100,13500000,2017,22173,2,1,27,211
"Hyundai Sonata 2.0,Petrol,Automatic,2021",96,87,100,100,100,100,8695000,2021,45551,2,1,12,388
"Hyundai Sonata 2.5,Petrol,Automatic,2022",99,98,100,100,100,100,11000000,2022,5158,2,1,12,392
"Hyundai Elantra GLS,Petrol,Automatic,2023",94,79,100,100,100,100,6950000,2023,8581,2,1,12,191
"Hyundai Elantra GL,Petrol,Automatic,2022",98,96,100,100,100,100,5900000,2022,23730,2,1,12,189
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",94,83,100,100,90,100,7500000,2022,23848,2,1,12,448
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2020",98,94,100,100,100,100,7500000,2020,33709,2,1,12,442
"Hyundai Santa Fe Signature,Hybrid,Automatic,2023",100,98,100,100,100,100,15000000,2023,3051,1,1,12,380
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2020",89,64,100,100,100,100,7375000,2020,54639,2,1,12,442
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",93,79,100,100,94,100,7600000,2021,57182,2,1,12,442
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",93,78,100,100,100,100,7900000,2022,20694,2,1,12,448
"Suzuki Cultus VXR,Petrol,Manual,2021",88,62,100,100,92,100,3100000,2021,22326,2,0,26,174
"Honda N Wgn G,Petrol,Automatic,2020",89,68,100,100,96,100,3590000,2020,5345,2,1,11,309
"Changan Karvaan Plus,Petrol,Manual,2021",90,66,100,100,96,100,2500000,2021,13063,2,0,3,265
"Hyundai Sonata 2.5,Petrol,Automatic,2021",99,99,100,100,90,100,10500000,2021,20313,2,1,12,392
"Honda Civic RS,Petrol,Automatic,2023",100,100,100,100,100,100,10000000,2023,44,2,1,11,115
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",88,59,100,100,100,100,6900000,2021,18467,2,1,11,108
"Suzuki Alto VXR,Petrol,Manual,2022",99,98,100,100,97,100,2650000,2022,16614,2,0,26,29
"Proton X70 Premium FWD,Petrol,Automatic,2022",97,90,100,100,100,100,9000000,2022,7311,2,1,23,491
"Changan Oshan X7 FutureSense,Petrol,Automatic,2023",93,77,100,100,98,100,8200000,2023,12427,2,1,3,315
"Honda Fit 1.5 Hybrid S Package,Hybrid,Automatic,2020",98,94,100,100,100,100,6950000,2020,27616,1,1,11,201
"Peugeot 2008 Active,Petrol,Automatic,2022",93,78,100,100,98,100,6100000,2022,53983,2,1,20,0
"Suzuki Wagon R,Hybrid,Automatic,2020",96,91,100,100,97,100,3195000,2020,62771,1,1,26,471
"Suzuki Wagon R AGS,Petrol,Automatic,2022",93,81,100,96,100,100,3200000,2022,17502,2,1,26,473
"Honda HR-V VTi-S,Petrol,Automatic,2023",96,90,100,100,100,100,6850000,2023,24090,2,1,11,234
"DFSK Glory 580 Pro,Petrol,Automatic,2023",96,91,100,100,91,100,6500000,2023,9798,2,1,5,222
"KIA Sportage AWD,Petrol,Automatic,2021",96,89,100,100,98,100,7400000,2021,31064,2,1,14,404
"MG HS Trophy,Petrol,Automatic,2022",100,99,100,100,100,100,7600000,2022,367,2,1,15,243
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",96,89,100,100,100,100,4950000,2022,9356,2,1,27,500
"KIA Sportage AWD,Petrol,Automatic,2021",97,94,100,100,93,100,7200000,2021,24316,2,1,14,404
"Proton X70 Premium FWD,Petrol,Automatic,2022",100,99,100,100,98,100,7250000,2022,11686,2,1,23,491
"Honda Civic 1.8 i-VTEC CVT,Petrol,Automatic,2020",89,68,100,100,97,100,5500000,2020,32428,2,1,11,101
"Toyota Yaris Cross Hybrid Z,Hybrid,Automatic,2021",95,90,100,100,94,100,10200000,2021,18411,1,1,27,504
"Toyota Yaris Hatchback,Petrol,Automatic,2020",99,97,100,100,98,100,4700000,2020,27097,2,1,27,509
"Toyota Yaris Cross Hybrid Z,Hybrid,Automatic,2020",89,71,100,100,77,100,8800000,2020,41753,1,1,27,504
"Suzuki Swift GLX CVT,Petrol,Automatic,2022",95,85,100,100,94,100,4600000,2022,22596,2,1,26,433
"Honda Civic RS,Petrol,Automatic,2023",99,98,100,100,100,100,9700000,2023,12348,2,1,11,115
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",97,93,100,100,98,100,6000000,2022,23716,2,1,27,143
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2023",100,100,100,100,100,100,3780000,2023,48,2,1,23,373
"KIA Sportage AWD,Petrol,Automatic,2019",89,70,100,100,85,100,7300000,2019,69853,2,1,14,404
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",80,33,100,100,97,100,6000000,2020,36281,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",100,100,100,100,97,100,7300000,2021,1254,2,1,11,108
"Suzuki Cultus VXR,Petrol,Manual,2019",87,62,100,100,92,100,2700000,2019,24682,2,0,26,174
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2022",89,65,100,100,95,100,6500000,2022,30098,2,1,27,138
"Honda Civic Oriel,Petrol,Automatic,2022",99,97,100,100,100,100,7775000,2022,20448,2,1,11,107
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2016",83,46,98,100,93,100,4400000,2016,64578,2,1,27,135
"KIA Sportage AWD,Petrol,Automatic,2020",98,93,100,100,100,100,7400000,2020,31277,2,1,14,404
"Toyota Sienta G,Petrol,Automatic,2018",89,62,100,100,100,100,6500000,2018,62892,2,1,27,386
"Toyota Aqua S,Hybrid,Automatic,2019",91,74,100,100,97,100,7100000,2019,18463,1,1,27,39
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2023",100,100,100,100,100,100,10300000,2023,634,2,1,4,439
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",99,98,100,100,98,100,8900000,2022,12658,2,1,4,439
"Honda City 1.3 i-VTEC,Petrol,Manual,2021",89,70,100,100,91,84,3900000,2021,11150,2,0,11,79
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",93,80,100,100,100,100,3390000,2020,8811,2,1,6,297
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",89,73,100,96,91,100,3300000,2022,15244,2,1,14,327
"Honda Civic Oriel,Petrol,Automatic,2022",98,96,100,100,89,100,7745000,2022,33386,2,1,11,107
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2020",92,79,100,100,93,100,3525000,2020,9069,1,1,26,476
"Toyota Hilux Revo Rocco,Diesel,Automatic,2022",97,92,100,100,95,100,15000000,2022,43515,0,1,27,250
"Peugeot 2008 Allure,Petrol,Automatic,2023",98,95,100,100,97,100,7100000,2023,34645,2,1,20,3
"KIA Sportage Alpha,Petrol,Automatic,2022",96,86,100,100,98,100,7350000,2022,11317,2,1,14,410
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",99,97,100,100,100,100,7300000,2021,22989,2,1,11,108
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2019",95,90,100,100,100,100,33000000,2019,51007,2,1,27,341
"Toyota Corolla GLi Automatic 1.3 VVTi,Petrol,Automatic,2015",95,84,100,100,97,100,3800000,2015,17926,2,1,27,158
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2020",94,84,100,100,91,100,4350000,2020,50846,2,1,27,500
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2022",99,99,100,100,98,100,3700000,2022,9887,2,1,26,167
"Toyota Land Cruiser ZX,Petrol,Automatic,2017",94,81,100,100,100,100,47500000,2017,40273,2,1,27,277
"KIA Sportage FWD,Petrol,Automatic,2022",98,94,100,100,100,100,7750000,2022,15423,2,1,14,413
"Honda Vezel Hybrid Z Honda Sensing,Petrol,Automatic,2018",89,66,100,100,98,100,7350000,2018,37501,2,1,11,456
"KIA Sorento 2.4 FWD,Petrol,Automatic,2021",100,99,100,100,100,100,8900000,2021,5272,2,1,14,397
"Suzuki Alto VXR,Petrol,Manual,2022",93,81,100,100,87,100,2400000,2022,22650,2,0,26,29
"KIA Sportage FWD,Petrol,Automatic,2022",100,99,100,100,97,100,7400000,2022,3955,2,1,14,413
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",100,99,100,100,100,100,8700000,2022,9651,2,1,14,397
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",83,47,100,100,95,100,5800000,2020,87950,2,1,11,108
"Suzuki Wagon R AGS,Petrol,Automatic,2021",89,64,100,100,100,100,3500000,2021,14150,2,1,26,473
"Suzuki Wagon R VXL,Petrol,Manual,2018",95,87,100,100,98,100,2700000,2018,9384,2,0,26,481
"Hyundai Elantra GLS,Petrol,Automatic,2022",96,87,100,100,100,100,6450000,2022,19036,2,1,12,191
"Suzuki Wagon R VXL,Petrol,Manual,2019",94,86,98,100,95,100,2600000,2019,22172,2,0,26,481
"Toyota Land Cruiser ZX Gasoline 3.5L,Petrol,Automatic,2022",100,99,100,100,100,100,79800000,2022,12380,2,1,27,279
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2022",97,92,100,100,100,100,16700000,2022,20343,0,1,27,215
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",89,67,100,100,90,100,5500000,2021,77535,2,1,27,143
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",92,76,100,100,100,100,5650000,2019,79304,2,1,11,108
"KIA Sportage FWD,Petrol,Automatic,2020",95,86,100,100,97,100,7700000,2020,8799,2,1,14,413
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2020",93,75,100,100,100,100,4800000,2020,67552,2,1,27,500
"Mazda Flair XG,Petrol,Automatic,2018",93,84,100,100,86,100,3500000,2018,64649,2,1,16,203
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",98,93,99,100,100,100,14700000,2022,12452,2,1,27,206
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",97,94,100,100,98,100,7900000,2021,50796,2,1,12,442
"Toyota Hilux Revo Rocco,Diesel,Automatic,2023",97,94,100,100,87,100,15200000,2023,11025,0,1,27,250
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2023",100,100,100,100,100,100,3900000,2023,35,2,1,23,373
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",98,93,100,100,100,100,8500000,2022,4301,2,1,4,439
"KIA Sportage AWD,Petrol,Automatic,2022",100,100,100,100,100,100,8500000,2022,8159,2,1,14,404
"Toyota Yaris Hatchback,Petrol,Automatic,2020",92,77,100,100,98,100,4750000,2020,83338,2,1,27,509
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",100,98,100,100,100,100,5700000,2022,9614,2,1,11,41
"Peugeot 2008 Allure,Petrol,Automatic,2022",100,100,100,100,100,100,7200000,2022,4422,2,1,20,3
"KIA Sportage FWD,Petrol,Automatic,2020",90,68,100,100,93,100,6300000,2020,49160,2,1,14,413
"Suzuki Alto VXR,Petrol,Manual,2022",87,61,100,100,95,100,2450000,2022,27092,2,0,26,29
"Suzuki Swift GL CVT,Petrol,Automatic,2022",98,95,100,100,97,100,4200000,2022,22484,2,1,26,428
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",96,88,100,100,100,100,8300000,2022,37291,2,1,12,442
"Honda Civic 1.8 i-VTEC CVT,Petrol,Automatic,2020",88,64,98,100,100,100,5650000,2020,61774,2,1,11,101
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",98,94,100,100,98,100,4350000,2022,10013,2,1,3,15
"Daihatsu Mira X,Petrol,Automatic,2019",91,76,100,100,85,100,3800000,2019,42449,2,1,6,293
"Suzuki Cultus VXL,Petrol,Manual,2020",97,90,100,100,97,100,3700000,2020,36055,2,0,26,171
"Toyota C-HR S-LED,Hybrid,Automatic,2018",99,98,100,100,100,100,8450000,2018,60702,1,1,27,65
"Honda Vezel e-HEV Z,Hybrid,Automatic,2021",97,93,100,100,100,100,11700000,2021,7171,1,1,11,461
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2018",100,100,100,100,100,100,32500000,2018,24329,2,1,27,341
"Honda City Aspire Prosmatec 1.5 i-VTEC,Petrol,Automatic,2021",89,69,100,100,91,100,4500000,2021,29982,2,1,11,93
"Toyota Yaris GLI MT 1.3,Petrol,Manual,2022",97,92,100,100,97,100,4150000,2022,40258,2,0,27,506
"Daihatsu Mira G SA III,Petrol,Automatic,2020",97,92,100,100,100,100,3300000,2020,25400,2,1,6,283
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",94,82,100,100,91,100,5190000,2022,14704,2,1,27,500
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",97,92,100,100,100,100,6900000,2022,31493,2,1,27,140
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2013",96,84,100,100,100,100,19800000,2013,31813,2,1,27,341
"Toyota Land Cruiser AX G Selection,Petrol,Automatic,2019",99,98,100,100,100,100,48500000,2019,35394,2,1,27,274
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",96,88,100,100,100,100,8200000,2022,20849,2,1,12,448
"Honda Civic RS,Petrol,Automatic,2022",98,93,100,100,100,100,9500000,2022,16747,2,1,11,115
"Suzuki Wagon R VXL,Petrol,Manual,2019",91,71,100,100,95,100,2600000,2019,36202,2,0,26,481
"Proton X70 Premium FWD,Petrol,Automatic,2022",98,93,100,100,100,100,8300000,2022,4805,2,1,23,491
"Honda BR-V i-VTEC S,Petrol,Automatic,2020",99,97,100,100,100,100,5400000,2020,30865,2,1,11,41
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",95,86,100,100,96,100,12600000,2021,9851,0,1,27,252
"Ford F 150 Raptor 5.0L,Petrol,Automatic,2018",93,75,100,100,99,100,22300000,2018,83221,2,1,9,199
"Peugeot 2008 Allure,Petrol,Automatic,2022",98,94,100,100,100,100,6950000,2022,15959,2,1,20,3
"KIA Sportage AWD,Petrol,Automatic,2022",98,94,100,100,100,100,8100000,2022,25970,2,1,14,404
"Hyundai Sonata 2.5,Petrol,Automatic,2023",96,87,100,100,95,100,10500000,2023,31332,2,1,12,392
"KIA Sportage AWD,Petrol,Automatic,2020",88,64,100,100,95,100,6900000,2020,121494,2,1,14,404
"Honda Vezel e-HEV Z,Hybrid,Automatic,2021",90,72,100,100,94,100,12500000,2021,22926,1,1,11,461
"Toyota Passo X S,Petrol,Automatic,2020",98,92,100,100,100,100,3900000,2020,33218,2,1,27,323
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",97,93,100,100,95,100,7250000,2022,16934,2,1,27,140
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",92,75,100,100,100,100,12500000,2021,39621,0,1,27,252
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2023",100,100,100,100,100,100,5290000,2023,1390,2,1,27,495
"Peugeot 2008 Allure,Petrol,Automatic,2022",99,99,100,100,100,100,7000000,2022,12301,2,1,20,3
"Peugeot 2008 Allure,Petrol,Automatic,2022",100,100,100,100,100,100,7300000,2022,3932,2,1,20,3
"Proton X70 Premium FWD,Petrol,Automatic,2022",95,82,100,100,100,100,7400000,2022,5163,2,1,23,491
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2018",80,40,100,100,87,100,3450000,2018,29793,1,1,26,476
"Toyota Hilux Revo Rocco,Diesel,Automatic,2022",95,83,100,100,100,100,14100000,2022,20924,0,1,27,250
"Honda HR-V VTi-S,Petrol,Automatic,2023",96,87,100,100,95,100,7300000,2023,10731,2,1,11,234
"Peugeot 2008 Allure,Petrol,Automatic,2023",98,95,100,100,96,100,7000000,2023,24580,2,1,20,3
"Honda City 1.5L CVT,Petrol,Automatic,2022",95,85,100,100,97,100,4700000,2022,24044,2,1,11,89
"Daihatsu Mira L,Petrol,Automatic,2019",92,79,100,100,97,100,3200000,2019,37007,2,1,6,285
"Toyota Pixis Epoch,Petrol,Automatic,2019",92,78,100,100,96,84,3700000,2019,23405,2,1,27,334
"KIA Picanto 1.0 AT,Petrol,Automatic,2023",97,92,100,100,92,100,3550000,2023,12563,2,1,14,327
"Toyota Sienta G,Petrol,Automatic,2018",97,92,100,100,100,100,6000000,2018,103069,2,1,27,386
"Toyota Corolla GLi Automatic 1.3 VVTi,Petrol,Automatic,2017",84,50,100,100,97,100,4200000,2017,72341,2,1,27,158
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2021",100,99,100,100,100,100,4895000,2021,1261,2,1,27,495
"Suzuki Wagon R,Hybrid,Automatic,2020",96,91,100,100,97,100,3195000,2020,62771,1,1,26,471
"Honda HR-V VTi-S,Petrol,Automatic,2023",96,90,100,100,100,100,6850000,2023,24090,2,1,11,234
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",97,93,100,100,98,100,6000000,2022,23716,2,1,27,143
"Honda City 1.5L CVT,Petrol,Automatic,2022",95,85,100,100,97,100,4700000,2022,24044,2,1,11,89
"Toyota Hilux Revo Rocco,Diesel,Automatic,2022",95,83,100,100,100,100,14100000,2022,20924,0,1,27,250
"Toyota Yaris GLI MT 1.3,Petrol,Manual,2022",97,92,100,100,97,100,4150000,2022,40258,2,0,27,506
"Suzuki Alto VXR,Petrol,Manual,2022",99,98,100,100,97,100,2650000,2022,16614,2,0,26,29
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",98,96,100,100,96,100,4900000,2022,25571,2,1,27,500
"Toyota Prado TX Limited 2.7,Petrol,Automatic,2019",100,100,100,100,100,100,34000000,2019,59723,2,1,27,345
"Suzuki Cultus VXR,Petrol,Manual,2019",94,82,100,100,97,100,2800000,2019,61700,2,0,26,174
"Suzuki Alto VXR,Petrol,Manual,2021",85,52,100,100,92,100,2350000,2021,48171,2,0,26,29
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2019",97,90,100,100,95,100,5650000,2019,50356,2,1,27,135
"Honda City 1.3 i-VTEC Prosmatec,Petrol,Automatic,2021",91,78,100,100,89,100,4200000,2021,45977,2,1,11,81
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",91,70,99,100,98,100,6500000,2021,95731,2,1,11,108
"Toyota Fortuner 2.7 V,Petrol,Automatic,2021",93,77,100,100,98,100,15500000,2021,15400,2,1,27,209
"Toyota Prado TX 2.7,Petrol,Automatic,2018",100,99,100,100,100,100,28500000,2018,48356,2,1,27,338
"Proton X70 Executive AWD,Petrol,Automatic,2021",92,75,100,100,97,100,6950000,2021,58062,2,1,23,489
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",93,78,100,100,100,100,7900000,2022,20694,2,1,12,448
